transaction_id,buyer_id,supplier_id,drug_name,therapeutic_class,quantity,unit_price,country,transaction_date
1476,12,30,Metformin,Analgesics,377,12.94,Kenya,2024-08-14
1477,53,23,Insulin,Antibiotics,349,12.73,Tanzania,2024-03-21
1478,71,2,Insulin,Analgesics,98,3.2,Tanzania,2024-04-23
1479,10,30,Metformin,Diabetes,82,10.04,Tanzania,2024-07-02
1480,45,27,Metformin,Diabetes,455,6.41,Uganda,2024-10-06
1481,17,21,Metformin,Antibiotics,477,0.88,Kenya,2024-11-17
1482,26,22,Insulin,Diabetes,415,9.32,Kenya,2024-11-13
1483,85,6,Metformin,Analgesics,192,2.7,Kenya,2024-02-23
1484,92,15,Amoxicillin,Diabetes,253,6.79,Uganda,2024-07-15
1485,62,21,Ceftriaxone,Antibiotics,409,2.77,Uganda,2024-10-19
1486,46,10,Ceftriaxone,Diabetes,38,2.97,Tanzania,2024-10-19
1487,64,23,Paracetamol,Analgesics,14,5.38,Tanzania,2024-10-17
1488,2,26,Paracetamol,Antibiotics,392,25.0,Kenya,2024-06-28
1489,54,24,Ceftriaxone,Analgesics,347,0.55,Uganda,2024-08-09
1490,65,7,Amoxicillin,Antibiotics,310,16.15,Uganda,2024-09-30
1491,51,5,Insulin,Diabetes,386,3.96,Kenya,2024-08-31
1492,53,1,Insulin,Antibiotics,209,23.06,Kenya,2024-06-02
1493,36,13,Amoxicillin,Antibiotics,357,2.79,Tanzania,2024-10-30
1494,26,21,Insulin,Diabetes,462,23.9,Tanzania,2024-09-29
1495,29,26,Metformin,Analgesics,89,15.47,Tanzania,2024-05-14
1496,21,18,Ceftriaxone,Diabetes,56,0.53,Kenya,2024-11-08
1497,11,13,Ceftriaxone,Antibiotics,94,22.4,Kenya,2024-01-08
1498,40,21,Amoxicillin,Diabetes,93,13.28,Tanzania,2024-05-07
1499,11,21,Insulin,Antibiotics,340,6.94,Tanzania,2024-02-25
1500,36,18,Paracetamol,Diabetes,85,19.3,Uganda,2024-05-05
